company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
UPS,Sender faktura når man modtager pakker…,Sender faktura når man modtager pakker der er blevet sendt til mig. De kalder omkostninger for at modtage pakken. Afsender har i forvejen betalt for forsendelsen.,1,negative,neutral,0.003,0.964,0.033
PostNord i Danmark,Nem og hurtig,Nem og hurtig,5,positive,positive,0.913,0.084,0.004
PostNord i Danmark,Som altid,"Som altid, leverer I hurtigt og  som aftalt.",5,positive,positive,0.672,0.31,0.018
PostNord i Danmark,PostNord i TopForm,I de sidste mange år har jeg ikke haft nogen problemer med PostNord :DSynes det er blevet meget bedre og hurtig leverings tider!,5,positive,positive,0.801,0.186,0.012
UPS,jeg skal betale til udenlands bank…,jeg skal betale til udenlands bank hvilket giver yderligere omkostninger. Dette re ikke smart,2,negative,negative,0.002,0.014,0.983
PostNord i Danmark,Fint hurtigt godt,Fint hurtigt godt,4,positive,positive,0.992,0.007,0.001
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive,positive,0.952,0.044,0.004
UPS,Forfærdelig!!!,"Forfærdelig!!! For det første vil jeg sige, at jeg har været dybt, dybt utilfreds med jeres service og måden hvorpå min bestilling blev behandlet.Jeg synes det er dybt urimeligt, at I nu 2 mdr efter, kræver en ekstra regning for, at jeg selv skulle sørge for at løse problemet med min levering.Iflg. jeres hjemmeside burde min pakke blive leveret efter max 3 dage og min pakke blev først leveret til modtageren efter mere end 5 uger!!!Jeg skulle endda selv sørge for at løse problemet, da firmaet ellers ville kassere min pakke og I kunne ikke hjælpe med noget som helst i situationen og min pakke var tæt på at blive kasseret af flere omgange og jeg nåede selv i nød og næppe og redde gaverne fra at blive smidt ud.Pakken blev stoppet af landets toldmyndigheder og jeg bad adskillige gange jer om at kontakte UPS selskabet, da de ikke ville snakke med mig og I kunne desværre ikke stille op med noget som helst.Jeg endte med selv at tage kontakt til toldmyndighederne og selv finde en vej til at overføre regningen og selv finde folk dernede som kunne hjælpe med at levere pakken til modtageren, da hverken I, UPS i Dk eller UPS i Udlandet kunne handle i situationen.Jeg fik endda at vide af jer, at jeg selv skulle betale for alle omkostningerne, selvom det overhovedet ikke var min skyld, at pakken ikke kunne komme videre i systemet.Jeg er dybt skuffet over denne elendige service og jeg har klaget til UPS også uden at de gjorde noget som helst ved det, de kastede bare bolden tilbage og jeg tænker faktisk jeg burde få mine penge tilbage og istedet for sender I mig en faktura? Det her er totalt uacceptabelt og ekstrem dårlig kundesupport!Det vil jeg klage STORT over og I får desværre ikke 1 eneste øre mere af mig herfra.",1,negative,negative,0.004,0.001,0.995
PostNord i Danmark,God service,Altid hurtig levering,5,positive,positive,0.717,0.281,0.003
UPS,Fik besked om ankomst af tæppe og det …,Fik besked om ankomst af tæppe og det passede. Fint!,3,neutral,positive,0.991,0.006,0.002
PostNord i Danmark,Perfekt levering,"Blev leveret ved døren til tiden, af en flink chauffør.",5,positive,positive,0.839,0.153,0.009
UPS,Fredag 7/4 2017 skulle jeg modtage en …,"Fredag 7/4 2017 skulle jeg modtage en pakke fra en butik i Holland. Butikkens ekspedition af salget foregik eksemplarisk perfekt og hurtigt via kompetente medarbejdere på email, men desværre havde butikken valgt UPS som logistik partner. Transporten gik fint fra Holland via Tyskland til Glostrup, hvorefter toget kørte af skinnerne. Jeg bor i Kbh. indre byi en ejendom, hvor jeg har boet i 21 år, og jeg har modtaget alt fra hårde hvidevarer til bøger med diverse kurer tjenester uden problemer whatsoever. Men denne fredag, som jeg havde valgt at holde fri for at gøre det lettere for kurertjenesten og mig selv, dukkede der ca kl 15 en besynderlig besked op på UPS´s tracking service, som postulerede, at chaufføren ikke havde kunnet levere pakken, eftersom jeg ikke figurerede på bygningens beboerliste. Det virkede jo helt forkert, eftersom enhver kan slå mig op i Krak eller evt. De Gule Sider, og mit navn fremgår tydeligt på dørtelefonen, så jeg ringede straks til UPS, som lovede, at de ville sende beskeden videre til deres ""kundeservice"" som så ville ringe mig op. Små 3 kvarter senere var der intet sket, og jeg ringede atter til UPS, som forklarede, at der jo ikke var gået en time endnu. Endnu 3 kvarter senere, blev jeg så ringet op af ""kundeservice"", som forklarede, at chaufføren havde været på adressen, men ikke kunne se mit navn på dørtelefonen. Det er en lodret løgn, han har været på en forkert adresse, eller også er chaufføren blind, fordi mit navn fremgår tydeligt af dørtelefonen. Man kunne desværre ikke sende bilen tilbage til adressen, fordi chaufføren desværre ikke er i besiddelse af en telefon. (Hvem er ikke i besiddelse af en telefon i 2017?) Alligevel var det altså lykkedes UPS på en eller anden måde at få at vide, at han ikke kunne se mit navn på dørtelefonen, men nu var chaufføren desværre på vej tilbage til Glostrup, så nu ville UPS gerne høre, hvor jeg ønskede at modtage pakken den efterfølgende mandag 3 dage senere end planlagt. 4 timer senere ændrede UPS så tracking status til at pakken nu var ""leveret"" :-D Den var ikke leveret. Jeg måtte selv køre til Glostrup og hente pakken hos UPS, som ikke tilbød nogen form for kompensation for chaufførens  inkompetence og spild af min tid, og heller ikke gav nogen meningsfuld forklaring eller sågar en undskyldning. Jeg kan ikke anbefale UPS, og jeg kommer aldrig til at bruge dem igen.",1,negative,neutral,0.009,0.943,0.048
PostNord i Danmark,Bliver så træt når man modtager mail,"Bliver så træt når man modtager mail, med dato og i så ikke kommer , så kan man bare gå og vente på ny mail om ny dato, virkelig surt især når man kan følge med i hvor varen er , vælger fremover ikke postnord , gider ikke mere",2,negative,negative,0.006,0.0,0.994
PostNord i Danmark,Hurtigt og effektivt,Hurtigt og effektivt - som altid.,5,positive,positive,0.945,0.047,0.009
PostNord i Danmark,Får besked om leverings tid og den…,"Får besked om leverings tid og den overholdes ikke , heller ikke dagen efter. Et værre roderi.",3,neutral,negative,0.001,0.001,0.998
PostNord i Danmark,Rigtigt hurtigt og godt service,"Rigtigt hurtigt og godt service, er meget tilfreds 🥰",5,positive,positive,0.999,0.0,0.001
PostNord i Danmark,At postbudet ringede til mig,"At postbudet ringede til mig, da jeg ikke var hjemme for at afgører hvad vi gjorde med pakken. Så stor ROS til ham☺️",5,positive,positive,0.999,0.0,0.0
UPS,Ualmindelig dårlig service !,"Jeg fik besked om at hente min pakke i den lokale blomsterbutik, hun brugte et kvarter, men den var der ikke !. Så ringer jeg til UPS. Nu får jeg at vide, at den er afleveret på min adresse ?. Jeg har sku ikke modtaget nogen pakke !!. Ydermere er der en kvitering, fra en Jensen. Det er jo dokumentfalsk !. UPS vil ikke selv eftersøge pakken, men henviste mig til det firma, hvor jeg havde bestilt pakken. Det har jeg så gjort selvom det ligger i USA !.",1,negative,negative,0.02,0.33,0.65
UPS,Havde en computer til reparation som så…,"Havde en computer til reparation som så sendes tilbage med upsFår en besked fra ups om hvor den skal leveres og den svare jeg så påEn uge efter er der stadig ikke sket mere og jeg ringer derfor ind til dem, hvor jeg får en person i røret som fortæller mig pakken er tilbageholdt og hun kan ikke sige mereDette undre mig hele dagen og ringer så igen om aftenen, her får jeg fat i en anden person, som fortæller mig der var problemer ved at levere pakken til pakkeshoppen og at pakken nu er blevet vækUps ville derefter ikke hjælpe mig mere med at finde pakken igen, men ville havde jeg skulle tage kontakt til reparations firmaet, som så skulle løse problemet for mig, hvilket de ikke er så gode tilSynes det er yderst uansvarligt og uprofessionelt af ups, ikke at tage ansvar og hjælpe med at finde de pakker som de selv mister.. Der er nu gået over 4 uger og jeg har stadig intet hørtSkræmmende",1,negative,neutral,0.003,0.972,0.025
UPS,Efterregning på 1231kr -for opbevaring (ikke told),"Bestilt pakke hos firma i USA, som kommer frem. Et par uger senere modtager jeg en regning på ---1231kr--- !Det skal jeg betale fordi UPS har haft pakken liggende mens den var udtaget til stikprøvekontrol hos myndighederne i Köln. Der er IKKE tale om told, da dette allerede er betalt. Det er fuldstændigt uacceptabelt og jeg ved ikke, hvor jeg skal henvende mig ?!",1,negative,negative,0.001,0.0,0.998
PostNord i Danmark,Pakken kom hurtigt og korrekt.,Pakken kom hurtigt og korrekt.,5,positive,neutral,0.017,0.978,0.005
PostNord i Danmark,Hurtigt levring,Hurtigt levring,5,positive,positive,0.973,0.024,0.002
PostNord i Danmark,Meget tilfreds og hurtig levering.,Meget tilfreds og hurtig levering.,5,positive,positive,0.997,0.001,0.002
PostNord i Danmark,kort leveringstid høflig betjening,kort leveringstid høflig betjening,5,positive,neutral,0.003,0.995,0.002
PostNord i Danmark,"Altid en god oplevelse.,","Altid en god oplevelse.,",5,positive,positive,0.998,0.002,0.001
FedEx,Har 2 leverancer på vej fra USA der…,"Har 2 leverancer på vej fra USA der skulle ha været fremme i marts. Den ene ligge nu endelig i Hvidovre, men de ve dikke lige hvornår de har til at levere den. Den anden pakke har ligget i Degaule lufthavnen i paris for anden gang. den har lige været et smut i England.Har aldrig oplevet mere useriøst fragtfirma. FØJ😒",1,negative,neutral,0.039,0.955,0.006
UPS,Første og forhåbentligt sidste gang at en pakke ender i kløerne på UPS!,"Opkræver UBERETTIGET import på pakker, og når man nægter at betale og tage imod pakkerne bliver man efterfølgende truet med inkasso. Umuligt at få fat på en dansktalende medarbejder, eller i det hele taget en medarbejder der ved noget som helst.  Når jeg læser trustpilot anmeldelserne af UPS forstår jeg virkelig ikke at det firma kan blive ved med at køre rundt.",1,negative,negative,0.001,0.0,0.999
PostNord i Danmark,Hurtig og præsis levering.,Hurtig og præsis levering.,5,positive,neutral,0.208,0.783,0.009
UPS,Ualmindelig dårligt!,Ualmindelig dårligt!UPS skrev at de ikke kunne træffe mig (hjemme) på trods af at både jeg og konen var her. Amatøragtige! Trackingkode: 1Z72AY696841870636Hold dig fra UPS...,1,negative,negative,0.294,0.004,0.701
FedEx,Jeg bestiller rigtig meget på nettet,"Jeg bestiller rigtig meget på nettet, og har brugt mange forskellige leveringsmuligheder. Men FedEx, det er noget af det værste. Det er bedre selv at rejse til udlandet og hente pakken. De kan hverken finde ud af at levere hjem, ud til arbejdspladsen og for at det ikke skal være løgn, så kan de heller ikke finde ud af at sende retur igen! (Jeg nåede at købe den samme vare selv, fordi de ikke kunne levere)",1,negative,negative,0.036,0.13,0.834
UPS,Elendig service,"Tracking systemet er uoverskueligt, det er næsten umuligt og få et overblik over hvor varen er. Man kan ikke ændre leveringsadressen eller lave en fuldmagt før første afleverings forsøg. Ufleksibelt og dårligt brugerinterface. Eneste positive er at den danske kundeservice er imødekommende",1,negative,negative,0.002,0.0,0.997
UPS,Elendig service,"Jeg sendte en pakke til Sverige gennem pakke.dk med UPS som service den 19. december med forsikring om, at den nok skulle nå frem inden jul. Ifølge tracking skulle den også blive leveret 23. december. Modtager var hjemme hele dagen og pakken blev ikke leveret. Istedet blev pakken leveret til en pakkeshop over 20 km fra modtageradressen, og modtager fik aldrig besked. Nu er pakken så på vej tilbage til mig efter over en måned. Og når jeg forsøger at kontakte UPS, får jeg bare et ""beklager..."" og besked om at kontakte pakke.dk. UPS mener åbenbart ikke, det er deres ansvar?",1,negative,neutral,0.001,0.995,0.004
UPS,Udleverer pakke til en værdi af 5000 til tilfældig nabo!,"Jeg bestiller en jakke fra England til 5000 kr. En dag jeg kommer hjem, ligger der en seddel om, at pakken er udleveret til en nabo. Nu har jeg forgæves i en uge forsøgt at få fat på min nabo. Problemet er, at når jeg endelig får min pakke, er min returret udløbet!  UPS har afleveret pakken til naboen i første forsøg. Hvis de som andre shipping firmaer bare havde lagt en info-seddel, havde jeg sørget for at få pakken omadresseret eller aftalt en dag, hvor jeg kunne være hjemme og arbejde, mens jeg ventede på levering. Jeg kontaktede UPS, men det var ikke deres problem. Det står i deres 'service agreement' som jeg aldrig er blevet oplyst om, da jeg bestilte pakken.  Hvad ligner det i øvrigt at udlevere private forsendelser til vildtfremmede mennesker? Hvad hvis man ikke er på talefod med sine naboer? Udover, at det er dårlig service og ubelejligt for mig, så synes jeg også, at det er krænkende, at ens ting bliver udleveret til fremmede. Det rager ikke mine naboer, hvad jeg køber!  Heldigvis har den shippingansvarlige på mit arbejde også lige haft samme irriterende oplevelse. Hun blev så sur over, at de udleverede hendes pakke til naboen, at hun nu konsekvent vælger at sende med andre fimaer end UPS.",1,negative,neutral,0.003,0.995,0.002
PostNord i Danmark,Blev leveret 4 dage senere end lovet,Blev leveret 4 dage senere end lovet,2,negative,neutral,0.002,0.997,0.001
PostNord i Danmark,Meget fint :),Meget fint :),5,positive,positive,0.931,0.068,0.001
PostNord i Danmark,Min pakker lander på de korrekte…,"Min pakker lander på de korrekte adresser, og kun yderst sjældent er der forsinkelser",5,positive,neutral,0.004,0.6,0.396
PostNord i Danmark,Leveringen blev foretaget som planlagt…,Leveringen blev foretaget som planlagt og hurtigt 😊,5,positive,neutral,0.057,0.942,0.001
PostNord i Danmark,Virkelig hurtig levering,Virkelig hurtig levering. Kan kun være tilfreds.,5,positive,positive,0.998,0.0,0.001
PostNord i Danmark,Fik varerne dagen efter jeg havde…,Fik varerne dagen efter jeg havde bestilt.,5,positive,neutral,0.009,0.989,0.001
PostNord i Danmark,Giver 4 stjerner fordi budet bar de…,Giver 4 stjerner fordi budet bar de 20kg tunge kasser ind i skuret for min ældre genbo👍 men fik 8 sms og 5 mail ang levering. Unødvendig. Og blev aldrig ringet op af budet,4,positive,positive,0.878,0.088,0.034
PostNord i Danmark,Perfekt som altid 🙏,Perfekt som altid 🙏,5,positive,positive,0.999,0.001,0.0
PostNord i Danmark,God betjening,God betjening,4,positive,positive,0.996,0.003,0.001
PostNord i Danmark,Pakke til døren,Pakken kom til aftalt tid - og den kom lige til døren. Ligesom i gamle dageHurra for det,5,positive,neutral,0.028,0.971,0.001
